Cliente_RUC,Razon_Social,Nombre_Comercial,Direccion,Telefono,Email
20000487,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Central 125, Cusco",927252941,botica_virtud@outlook.com  
20000488,Farmacia el Milagro,FARMACIA EL MILAGRO,"Av. Central 4838, Arequipa",957771798,farmaciaelmilagro@gmail.com
20000489,BOTICA SEGURA,BOTICA SEGURA,"Av. Comercial 4868, Trujillo",967572863,BOTICA SEGURA@GMAIL.COM
20000490,  Botica Amiga,  BOTICA AMIGA,"Av. Central 1819, Arequipa",921447322,..botica.amiga@yahoo.com
20000491,FARMACIA DEL DOCTOR,FARMACIA DEL DOCTOR,,974547917,
20000492,Farmacia Amistad,Farmacia Amistad,"Av. Central 1863, Pucallpa",977044391,
20000493,Droguería Especial,Droguería Especial,"Av. Central 5239, Pucallpa",929423694,
20000494,Botica Perfecta,Botica Perfecta,"Av. Comercial 4881, Ayacucho",,botica_perfecta@outlook.com  
20000495,  Botica Amiga,  Botica Amiga,"Av. Central 3369, Cusco",913635950,boticaamiga@hotmail.com
20000496,Drogueríamoderna,DROGUERÍAMODERNA,"Av. Comercial 7541, Arequipa",947511464,drogueríamoderna@gmail.com
20000497,BOTICA FELIZ,BOTICA FELIZ,"Av. Principal 191, Huancayo",963527749,
20000498,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Comercial 7029, Arequipa",978480558,botica.virtud@yahoo.com
20000499,Drogueríamoderna,DROGUERÍAMODERNA,"Av. Central 9836, Lima",954602572,drogueríamoderna@yahoo.com
20000500,Botica Perfecta,BOTICA PERFECTA,"Av. Central 4842, Pucallpa",931519186,
20000501,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Comercial 7658, Huancayo",,
20000502,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Comercial 6478, Cusco",959813192,farmaciasantarosa@hotmail.com
20000503,BOTICA SEGURA,BOTICA SEGURA,,984522367,
20000504,DROGUERÍA HERMOSA,DROGUERÍA HERMOSA,"Av. Central 2173, Ayacucho",971161479,droguería.hermosa@yahoo.com
20000505,FARMACIA PROFESIONAL,FARMACIA PROFESIONAL,"Av. Central 4394, Pucallpa",999287149,farmaciaprofesional@hotmail.com
20000506,BOTICA SEGURA,BOTICA SEGURA,"Av. Comercial 2290, Ayacucho",933459168,botica_segura@outlook.com  
20000507,Droguería Integral,DROGUERÍA INTEGRAL,"Av. Central 1950, Pucallpa",927720278,
20000508,  Farmacia Fuerza,  Farmacia Fuerza,"Av. Principal 5421, Lima",967713908,farmaciafuerza@hotmail.com
20000509,Farmacia  Global,Farmacia  Global,"Av. Comercial 3543, Ayacucho",994070076,farmaciaglobal@hotmail.com
20000510,Farmacia Honor,FARMACIA HONOR,"Av. Principal 3958, Arequipa",966588918,FARMACIA HONOR@GMAIL.COM
20000511,Botica del Pueblo,Botica del Pueblo,"Av. Principal 6759, Arequipa",962047244,botica.del.pueblo@yahoo.com
20000512,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Principal 5241, Cusco",943724958,FARMACIA SALUD TOTAL@GMAIL.COM
20000513,Droguería Especial,DROGUERÍA ESPECIAL,,964456531,drogueríaespecial@hotmail.com
20000514,droguería moderna,DROGUERÍA MODERNA,"Av. Central 8472, Ayacucho",975193590,drogueríamoderna@gmail.com
20000515,BOTICA FELIZ,BOTICA FELIZ,"Av. Comercial 2612, Arequipa",946451900,boticafeliz@gmail.com
20000516,  Droguería  Los Andes,DROGUERÍA  LOS ANDES,"Av. Principal 3333, Iquitos",957927413,
20000517,Farmacia Vida Sana,FARMACIA VIDA SANA,"Av. Central 2507, Ayacucho",914373559,farmacia.vida.sana@yahoo.com
20000518,droguería moderna,DROGUERÍA MODERNA,"Av. Principal 2531, Arequipa",994599240,drogueríamoderna@gmail.com
20000519,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Comercial 754, Trujillo",931694843,farmaciasaludtotal@hotmail.com
20000520,  Farmacia San Juan,  FARMACIA SAN JUAN,"Av. Central 7660, Trujillo",940195662,
20000521,Farmacia  Noble,FARMACIA  NOBLE,"Av. Comercial 4696, Cusco",948775555,farmacia..noble@yahoo.com
20000522,Botica Cruz Azul,BOTICA CRUZ AZUL,"Av. Central 1907, Huancayo",978152235,boticacruzazul@hotmail.com
20000523,BOTICA MATRIZ,BOTICA MATRIZ,"Av. Central 3204, Trujillo",952148067,botica_matriz@outlook.com  
20000524,Botica del Pueblo,BOTICA DEL PUEBLO,"Av. Comercial 3562, Iquitos",931064091,boticadelpueblo@hotmail.com
20000525,Droguería Premium,DROGUERÍA PREMIUM,"Av. Principal 2726, Arequipa",992669722,drogueríapremium@hotmail.com
20000526,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Comercial 3665, Iquitos",990941508,
20000527,  Farmacia Corazón,FARMACIA CORAZÓN,"Av. Principal 8291, Arequipa",911544368,
20000528,Farmacia Nueva,FARMACIA NUEVA,"Av. Principal 3598, Arequipa",947985064,farmacianueva@hotmail.com
20000529,Droguería Integral,Droguería Integral,"Av. Principal 3444, Arequipa",975107012,droguería.integral@yahoo.com
20000530,Farmacia Honor,FARMACIA HONOR,"Av. Comercial 8360, Cusco",949637732,farmacia_honor@outlook.com  
20000531,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Central 5309, Huancayo",,farmaciasantarosa@hotmail.com
20000532,Botica Éxito,BOTICA ÉXITO,"Av. Central 4413, Ayacucho",928159812,botica_éxito@outlook.com  
20000533,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Principal 2658, Trujillo",940515435,botica.virtud@yahoo.com
20000534,BOTICA VIRTUD,BOTICA VIRTUD,"Av. Comercial 5355, Lima",951181223,botica_virtud@outlook.com  
20000535,Botica Bella,BOTICA BELLA,"Av. Central 5492, Lima",914576661,boticabella@hotmail.com
20000536,botica VALOR,botica VALOR,"Av. Principal 8352, Cusco",917727680,
20000537,Farmacia Esperanza,Farmacia Esperanza,"Av. Comercial 5378, Pucallpa",,FARMACIA ESPERANZA@GMAIL.COM
20000538,  Droguería Fiel,  DROGUERÍA FIEL,"Av. Comercial 7055, Cusco",,drogueríafiel@gmail.com
20000539,DROGUERÍA HERMOSA,DROGUERÍA HERMOSA,"Av. Central 2378, Pucallpa",910893008,drogueríahermosa@gmail.com
20000540,Botica del Centro,BOTICA DEL CENTRO,"Av. Principal 8214, Trujillo",918648768,
20000541,Botica Bella,BOTICA BELLA,,987542463,botica.bella@yahoo.com
20000542,  Farmacia Fuerza,  FARMACIA FUERZA,"Av. Comercial 6167, Iquitos",947552281,
20000543,Farmacia  Confianza,Farmacia  Confianza,"Av. Comercial 9171, Cusco",917549052,farmaciaconfianza@gmail.com
20000544,droguería moderna,DROGUERÍA MODERNA,"Av. Central 4457, Arequipa",926358649,
20000545,Farmacia  UNIVERSAL,FARMACIA  UNIVERSAL,"Av. Comercial 8805, Trujillo",972910657,farmacia..universal@yahoo.com
20000546,Droguería Buena,DROGUERÍA BUENA,"Av. Principal 239, Arequipa",918739990,
20000547,  Farmacia San Juan,  FARMACIA SAN JUAN,"Av. Principal 3132, Huancayo",999112950,..farmacia.san.juan@yahoo.com
20000548,Droguería  Los Andes,Droguería  Los Andes,"Av. Comercial 3768, Huancayo",919931798,
20000549,Farmacia Siempre,FARMACIA SIEMPRE,"Av. Central 1589, Cusco",996295643,FARMACIA SIEMPRE@GMAIL.COM
20000550,droguería moderna,DROGUERÍA MODERNA,"Av. Comercial 4755, Iquitos",928502738,DROGUERÍA MODERNA@GMAIL.COM
20000551,  botica EXCELENCIA,BOTICA EXCELENCIA,"Av. Comercial 1370, Arequipa",919731123,boticaexcelencia@gmail.com
20000552,botica central,BOTICA CENTRAL,"Av. Principal 1543, Lima",951532206,
20000553,Drogueríamoderna,DROGUERÍAMODERNA,"Av. Principal 676, Huancayo",976357238,DROGUERÍAMODERNA@GMAIL.COM
20000554,Drogueríamoderna,DROGUERÍAMODERNA,"Av. Principal 8061, Pucallpa",977728218,drogueríamoderna@hotmail.com
20000555,BOTICA MATRIZ,BOTICA MATRIZ,"Av. Comercial 9391, Lima",947046326,boticamatriz@gmail.com
20000556,  Farmacia Fuerza,  Farmacia Fuerza,"Av. Central 9959, Huancayo",960801994,__farmacia_fuerza@outlook.com  
20000557,Farmacia Salud Total,FARMACIA SALUD TOTAL,"Av. Principal 7673, Ayacucho",952189784,
20000558,  Farmacia San Juan,  FARMACIA SAN JUAN,"Av. Principal 7186, Arequipa",947093620,farmaciasanjuan@hotmail.com
20000559,Droguería Premium,DROGUERÍA PREMIUM,"Av. Principal 6115, Iquitos",979275538,
20000560,Farmacia Siempre,FARMACIA SIEMPRE,"Av. Central 2111, Lima",973386967,FARMACIA SIEMPRE@GMAIL.COM
20000561,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Principal 3753, Pucallpa",916672635,
20000562,  Farmacia San Juan,  FARMACIA SAN JUAN,"Av. Central 9189, Cusco",959640621,..farmacia.san.juan@yahoo.com
20000563,Farmacia Oferta,FARMACIA OFERTA,"Av. Principal 5643, Huancayo",964165291,farmacia_oferta@outlook.com  
20000564,Droguería Buena,DROGUERÍA BUENA,,910322581,DROGUERÍA BUENA@GMAIL.COM
20000565,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Comercial 2138, Huancayo",935566410,farmacia.santa.rosa@yahoo.com
20000566,botica EXCELENCIA,BOTICA EXCELENCIA,"Av. Comercial 3347, Arequipa",933139480,
20000567,FARMACIA DEL DOCTOR,FARMACIA DEL DOCTOR,"Av. Principal 3711, Iquitos",923349002,farmaciadeldoctor@hotmail.com
20000568,Farmacia Rápida,FARMACIA RÁPIDA,"Av. Central 6976, Cusco",947034853,farmaciarápida@hotmail.com
20000569,Botica del Centro,BOTICA DEL CENTRO,,969849314,
20000570,Farmacia Paz,FARMACIA PAZ,"Av. Principal 4897, Arequipa",932566618,farmaciapaz@hotmail.com
20000571,Botica Perfecta,BOTICA PERFECTA,"Av. Central 2420, Pucallpa",989313020,boticaperfecta@hotmail.com
20000572,  Botica Amiga,  BOTICA AMIGA,,919170561,boticaamiga@hotmail.com
20000573,botica EXCELENCIA,BOTICA EXCELENCIA,"Av. Central 8035, Huancayo",922386489,boticaexcelencia@gmail.com
20000574,Farmacia  UNIVERSAL,FARMACIA  UNIVERSAL,"Av. Comercial 7564, Arequipa",929247106,
20000575,Droguería   Completa,DROGUERÍA   COMPLETA,"Av. Principal 5357, Huancayo",914862553,
20000576,Droguería Integral,Droguería Integral,"Av. Central 3851, Lima",965760280,drogueríaintegral@gmail.com
20000577,Farmacia Popular,FARMACIA POPULAR,"Av. Comercial 1987, Ayacucho",943601154,farmaciapopular@gmail.com
20000578,Farmacia Paz,Farmacia Paz,,928336066,farmaciapaz@hotmail.com
20000579,botica generica,botica generica,"Av. Principal 3787, Huancayo",949284416,
20000580,  DROGUERÍA EXPRESS,  DROGUERÍA EXPRESS,"Av. Central 5077, Ayacucho",945577566,..droguería.express@yahoo.com
20000581,Farmacia Nueva,FARMACIA NUEVA,"Av. Central 9924, Ayacucho",922853133,FARMACIA NUEVA@GMAIL.COM
20000582,FARMACIA SANTA ROSA,FARMACIA SANTA ROSA,"Av. Principal 7900, Cusco",947546657,
20000583,Farmacia  UNIVERSAL,FARMACIA  UNIVERSAL,"Av. Central 9203, Huancayo",932801536,
20000584,Farmacia Corazón,FARMACIA CORAZÓN,"Av. Central 8979, Pucallpa",987362533,farmacia.corazón@yahoo.com
20000585,  Botica Elegancia,  Botica Elegancia,"Av. Central 3364, Arequipa",939447900,
20000586,Botica Calidad,Botica Calidad,"Av. Central 9817, Arequipa",944302672,botica.calidad@yahoo.com
20000587,  Droguería Buena,DROGUERÍA BUENA,"Av. Comercial 356, Ayacucho",941794089,DROGUERÍA BUENA@GMAIL.COM
20000588,Farmacia Honor,FARMACIA HONOR,"Av. Central 2090, Pucallpa",991913191,farmaciahonor@hotmail.com
20000589,botica central,BOTICA CENTRAL,"Av. Comercial 2714, Huancayo",993904060,
20000590,Drogueríamoderna,DROGUERÍAMODERNA,"Av. Central 1450, Arequipa",,
20000591,  Botica Elegancia,  Botica Elegancia,,911120856,__botica_elegancia@outlook.com  
20000592,Botica Perfecta,Botica Perfecta,"Av. Comercial 3394, Iquitos",914403621,
20000593,Botica Calidad,BOTICA CALIDAD,"Av. Comercial 5077, Pucallpa",932807241,boticacalidad@gmail.com
20000594,Droguería Premium,Droguería Premium,"Av. Principal 8138, Pucallpa",948250509,drogueríapremium@hotmail.com
20000595,Farmacia  UNIVERSAL,FARMACIA  UNIVERSAL,,937060609,FARMACIA  UNIVERSAL@GMAIL.COM
20000596,  Farmacia San Juan,  Farmacia San Juan,"Av. Principal 1711, Trujillo",942657364,
20000597,Botica Calidad,BOTICA CALIDAD,"Av. Principal 7006, Huancayo",972766705,
20000598,Botica del Pueblo,BOTICA DEL PUEBLO,"Av. Central 1489, Trujillo",954416050,
20000599,Farmacia Paz,FARMACIA PAZ,"Av. Central 9489, Ayacucho",920735419,farmaciapaz@gmail.com
